id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
36798662.0,Modern Queen (upper floor),16306573,Louise,Restigouche,Saint-Quentin,47.49967,-67.28363,Private room,154,1,3,2022-05-23,0.16,7,360,1,,New Brunswick
36798674.0,King Romanesque,16306573,Louise,Restigouche,Saint-Quentin,47.49846,-67.28187,Private room,154,1,3,2022-08-02,0.15,7,343,2,,New Brunswick
36808003.0,Maison Evangeline Suite 201 - Bower Hotel + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.089809,-64.773407,Private room,181,1,23,2020-08-16,0.52,34,0,0,,New Brunswick
36808462.0,Close to the beach..añd cap pelee..,276672142,Bernice,Westmorland,Shediac,46.17219,-64.397,Private room,32,1,10,2022-08-31,0.24,1,162,3,,New Brunswick
36808742.0,Maison Evangeline Suite 202 - Bower Hotel + Suites,4000300,Bower Hotel,Westmorland,Moncton,46.089809,-64.773407,Private room,135,1,43,2022-10-08,0.96,34,356,1,,New Brunswick
36845752.0,Cosy full apartment located Downtown Shediac NB,276938729,Gisele,Westmorland,Shediac,46.22077,-64.53531,Entire home/apt,100,1,51,2023-03-19,1.15,1,104,36,,New Brunswick
36881207.0,La belle maison rustique de la Péninsule Acadienne,277207239,Julie,Gloucester,Caraquet,47.78029,-64.96883,Entire home/apt,190,2,11,2021-08-08,0.25,1,0,0,,New Brunswick
36884114.0,*Private Room - Steps from Downtown Moncton,7761968,John,Westmorland,Moncton,46.09921,-64.78869,Private room,70,3,64,2022-09-13,1.45,1,365,7,,New Brunswick
36976510.0,Sunset Escape,119814962,John,York,Prince William,45.82834,-67.04627,Entire home/apt,114,2,46,2022-09-06,1.03,3,113,13,,New Brunswick
36983168.0,"Stylish, modern home next to beach - Cap Pelé area",19579764,Vanessa,Westmorland,Botsford,46.20707,-64.19697,Entire home/apt,120,2,137,2023-03-18,3.11,1,45,32,,New Brunswick
37034869.0,King Superior,16306573,Louise,Restigouche,Saint-Quentin,47.49856,-67.28164,Private room,154,1,0,,,7,357,0,,New Brunswick
37057712.0,"HOUSING FOR COLLEGE STUDENTS , 2018-2020 School Yr",278717974,Linda,Saint John,City of Saint John,45.29347,-65.97969,Entire home/apt,700,31,0,,,1,365,0,,New Brunswick
37090903.0,Chalets Le  Petit Village,277177952,Montassar,Westmorland,Shediac,46.21873,-64.53656,Entire home/apt,179,3,4,2022-08-28,0.21,1,89,2,,New Brunswick
37215903.0,Quiet and relaxing farmhouse,257236579,Joe,Kent,Dundas,46.35357,-64.54954,Entire home/apt,190,3,20,2022-09-05,0.45,1,89,11,,New Brunswick
37235825.0,August Week on Belleisle  for Family and Friends,7964165,Sharon,Kings,Springfield,45.65133,-65.86069,Entire home/apt,300,6,1,2022-08-15,0.13,4,20,1,,New Brunswick
37249672.0,"all 5  cottages  ,Doctors island cottages",180166596,David,Northumberland,Blackville,46.73251,-65.83075,Entire home/apt,1075,2,5,2021-07-18,0.15,6,163,0,,New Brunswick
37255381.0,Smart Groundfloor Apt near Downtown w/Riverview,280485981,Alex,York,Fredericton,45.95666,-66.63353,Entire home/apt,99,3,66,2022-11-14,1.48,1,207,24,,New Brunswick
37273670.0,Demeure située en plein cœur de Caraquet 🌊,89110909,Marie-Pier,Gloucester,Caraquet,47.79405,-64.91268,Entire home/apt,110,3,24,2022-08-16,0.54,1,25,5,,New Brunswick
37362207.0,Three Duck Island Retreat on Grand Manan Island,89373526,Marg,Charlotte,Grand Manan,44.69753,-66.74414,Entire home/apt,150,4,15,2022-09-29,0.71,1,271,8,,New Brunswick
37459261.0,New fully furnished walk out basement suite,282489902,Melody & Jason,Westmorland,Shediac,46.21892,-64.45255,Entire home/apt,150,2,48,2022-09-13,1.09,1,0,10,,New Brunswick
37497335.0,Alma Ocean Breeze - Brand New Cottage,283004132,Megan,Albert,Alma,45.60872,-64.94886,Entire home/apt,280,3,62,2023-03-19,1.86,1,100,23,,New Brunswick
37685982.0,Tiny house en bord de mer avec plage privée,275054058,Caroline,Gloucester,Shippagan,47.88292,-64.61465,Entire home/apt,130,2,2,2022-09-05,0.05,2,346,1,,New Brunswick
37687157.0,2 Bedroom Getaway,284833690,Louise,Westmorland,Sackville,46.14044,-64.24641,Entire home/apt,105,1,31,2023-02-12,2.03,1,304,20,,New Brunswick
37688558.0,Sage&Sandalwood,131511122,Alexa,Westmorland,Moncton,46.12005,-64.86344,Private room,50,30,0,,,1,310,0,,New Brunswick
37722372.0,Chalet construit en 2019,156373816,Lise,Gloucester,Caraquet,47.76291,-65.04868,Entire home/apt,125,2,24,2022-12-30,0.55,1,79,8,,New Brunswick
37750672.0,The Vienneau cottage - Le Chalet Vienneau,23842022,Doreen,Westmorland,Botsford,46.22623,-64.23238,Private room,70,1,0,,,4,17,0,,New Brunswick
37750864.0,The Vienneau cottage - Le Chalet Vienneau,23842022,Doreen,Westmorland,Botsford,46.22625,-64.23173,Private room,100,1,0,,,4,5,0,,New Brunswick
37750976.0,The Vienneau cottage - Le Chalet Vienneau,23842022,Doreen,Westmorland,Botsford,46.22602,-64.23348,Private room,100,1,0,,,4,7,0,,New Brunswick
37752418.0,The Vienneau cottage - Le Chalet Vienneau,23842022,Doreen,Westmorland,Botsford,46.227,-64.23114,Entire home/apt,200,1,47,2022-08-26,1.15,4,221,18,,New Brunswick
37799720.0,Painter's Paradise - Gypsy June's Island Cottage,286057962,June,Charlotte,Grand Manan,44.75984,-66.76288,Entire home/apt,120,7,13,2022-09-04,0.4,1,343,7,,New Brunswick
37876413.0,Soleil 🌞  Tiny Home Experience,177313440,Linda,Kent,Dundas,46.35135,-64.57041,Entire home/apt,95,3,22,2022-08-07,0.5,1,0,7,,New Brunswick
37878207.0,Mapleton Guest Suite,286899250,John,Westmorland,Moncton,46.12109,-64.83332,Entire home/apt,114,5,31,2022-10-14,0.86,3,296,9,,New Brunswick
37881098.0,Maple's Guest House,50804209,Juliet,Saint John,City of Saint John,45.2472,-66.10896,Private room,573,1,3,2022-02-06,0.07,6,57,0,,New Brunswick
37898233.0,Experience off-grid  homestead in the forest,63538612,Darius,Carleton,Brighton,46.42143,-67.35535,Private room,100,1,0,,,2,29,0,,New Brunswick
37912642.0,Inner Beauty in Stanley,143340691,Laura,York,Stanley,46.2846,-66.74054,Entire home/apt,85,2,22,2022-10-03,0.51,1,0,4,,New Brunswick
37955959.0,Quiet pretty cozy cottage.,79154617,Christine,Kent,Dundas,46.38061,-64.61465,Entire home/apt,135,2,45,2022-10-25,1.03,4,16,13,,New Brunswick
37968201.0,Castle Manor Unit 303 - more units available,228309028,Jay,Westmorland,Moncton,46.09589,-64.78456,Entire home/apt,223,1,84,2022-11-06,1.92,12,0,35,,New Brunswick
37995756.0,Loft at Dominion Hill,137824855,Michael At Dominion Hill,Charlotte,Saint Patrick,45.1821,-66.96217,Private room,194,1,11,2021-09-09,0.33,18,251,0,,New Brunswick
38012269.0,Moncton Suites & inn,279212730,Steve,Westmorland,Moncton,46.10792,-64.77926,Private room,75,1,2,2022-08-20,0.05,2,172,1,,New Brunswick
38044079.0,"Appartement paisible de campagne,,RÉNOVÉ",287668816,Sylvie,Madawaska,Sainte-Joseph,47.41527,-68.32236,Entire home/apt,80,1,424,2023-03-18,10.03,2,311,179,,New Brunswick
38045863.0,Chambre privée Private room,287668816,Sylvie,Madawaska,Sainte-Joseph,47.41704,-68.32165,Entire home/apt,50,1,28,2022-10-28,3.64,2,171,28,,New Brunswick
38065565.0,Maison a cote du quai avec plage privee,288819040,Shirley,Gloucester,New Bandon,47.82903,-65.0834,Entire home/apt,175,7,29,2021-08-31,0.85,1,89,0,,New Brunswick
38092670.0,★ Beautiful Beach★ 2 Bdrm Cottage near the Dunes★,68793247,Ashley,Kent,Wellington,46.54004,-64.70108,Entire home/apt,200,7,1,2022-08-13,0.13,1,309,1,,New Brunswick
38101944.0,La Maison Acadienne,6095163,Rachel Et Olivier,Kent,Richibucto,46.65166,-64.75778,Entire home/apt,69,28,43,2022-09-09,1.0,1,0,10,,New Brunswick
38130238.0,"Tiny Cottage-water view, at intimate camp site",152640334,Jo-Anne,Kent,Weldford,46.52481,-65.08239,Private room,100,2,11,2022-08-24,0.33,8,363,1,,New Brunswick
38133332.0,Water front sleeping bunkie at intimate camp site,152640334,Jo-Anne,Kent,Weldford,46.52363,-65.08376,Private room,75,2,19,2022-09-15,0.56,8,361,7,,New Brunswick
38146432.0,"Quiet Home, private bedroom, Nice neighborhood",211309803,Roger,Gloucester,Bathurst,47.64376,-65.6927,Private room,30,1,7,2020-03-12,0.16,1,0,0,,New Brunswick
38153579.0,"Maven Hill Guest House, Cozy farmhouse",184680668,Margot,Westmorland,Dorchester,45.98429,-64.57105,Entire home/apt,275,2,32,2023-02-16,0.75,2,0,11,,New Brunswick
38176744.0,Covered Porch Cottage,154248735,Ashley,York,North Lake,45.86294,-67.67891,Entire home/apt,214,2,15,2022-08-01,0.43,1,101,3,,New Brunswick
38181511.0,"Self Isolation, Snowmobiler & Tourist Hot Spot",289867687,Michelle And Nathan,Westmorland,Moncton,46.18957,-64.97253,Entire home/apt,79,3,26,2022-10-28,0.79,1,28,10,,New Brunswick
38191525.0,Queen Room with Work Space in Large Shared Home,146216592,Shane,York,Saint Marys,45.9432,-66.59048,Private room,27,1,23,2020-03-16,0.53,7,56,0,,New Brunswick
38191974.0,Waterfront 5 bedrooms cottage for rent.,290212615,Zelda,Northumberland,Ludlow,46.51076,-66.28445,Entire home/apt,122,1,1,2022-10-15,0.18,2,365,1,,New Brunswick
38233813.0,The Snug,290525217,John & Linda,Westmorland,Botsford,46.17859,-64.11173,Entire home/apt,112,1,117,2022-12-12,2.94,1,149,57,,New Brunswick
38322054.0,Quiet place near Bathurst,210005397,Michael,Gloucester,Bathurst,47.58204,-65.88218,Entire home/apt,83,2,62,2023-01-07,1.55,2,229,18,,New Brunswick
38322888.0,Perfect stay in Bathurst,210005397,Michael,Gloucester,Bathurst,47.63919,-65.6814,Entire home/apt,80,1,244,2023-03-15,6.05,2,238,115,,New Brunswick
38398832.0,Ocean Outlook,120714452,Catherine,Saint John,City of Saint John,45.27579,-65.97735,Private room,70,1,12,2022-09-12,0.28,1,0,5,,New Brunswick
38445778.0,1 uptown 1,288088082,Rick,Saint John,City of Saint John,45.28049,-66.05465,Private room,29,1,28,2022-09-22,0.66,21,0,1,,New Brunswick
38520373.0,Peter And Agnes's Place,98005685,Peter,Kent,Saint Mary,46.37817,-64.76847,Entire home/apt,52,1,50,2023-03-23,1.17,2,189,26,,New Brunswick
38535383.0,Tidal Treasure-Guest Room 6 of 10,205879039,Tom,Charlotte,Dufferin,45.17134,-67.19605,Private room,350,1,26,2023-01-29,0.61,9,336,3,,New Brunswick
38550679.0,4 Bedroom House With Plenty of Character,294124915,Amanda,York,Fredericton,45.96484,-66.74217,Entire home/apt,195,1,84,2023-03-27,1.96,3,215,45,,New Brunswick
38569159.0,The North Suite,293947840,Graystone,York,Fredericton,45.96341,-66.64848,Entire home/apt,162,1,245,2023-03-26,5.74,2,352,87,,New Brunswick
38572999.0,Yeomans By The Caves - Bunky On The Beach,294312919,Don,Saint John,Saint Martins,45.358318,-65.527509,Entire home/apt,132,2,12,2022-09-19,0.59,3,315,9,,New Brunswick
