id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5.51569000262608E+017,Luxurious Condo - Amazing Location (Parking Incl.),252382669,Mahmoud,,Waterfront Communities-The Island,43.64307,-79.38187,Entire home/apt,207,1,20,2023-02-26,1.65,1,0,20,STR-2202-FTHRVC
5.52061977593182E+017,Prestigious 2-bdrm Condo w/breakfast,47899250,Ray,,Waterfront Communities-The Island,43.64218,-79.38142,Entire home/apt,428,28,55,2022-11-13,5,2,237,55,STR-2112-GVGKVH
5.52083757072358E+017,Cheerful 1 Basement bedroom with 2 twin beds,432507705,Inez,,Thistletown-Beaumond Heights,43.73298,-79.56107,Private room,46,28,0,,,5,364,0,Exempt
5.52301246660997E+017,Spectacular Views Monthly Stays,21579044,Sah,,Waterfront Communities-The Island,43.64671,-79.39311,Entire home/apt,329,28,1,2022-04-10,0.09,2,365,1,
54182071,Charming 3 bedroom family home  near Danforth,18995938,Christophe & Jodi,,Greenwood-Coxwell,43.68108,-79.32597,Entire home/apt,110,28,0,,,1,0,0,
54185179,Clean and Cozy Private Room,134101557,Benjamin Michael,,South Parkdale,43.63486,-79.4254,Private room,73,1,103,2023-03-04,7.56,3,73,95,STR-2208-HVKHHL
54185317,Clean & Reasonably Priced Room,134101557,Benjamin Michael,,South Parkdale,43.63701,-79.42764,Private room,69,1,94,2023-02-24,7.68,3,71,93,STR-2208-HVKHHL
54191044,"Right Club. Long term, free Parking, pet friendly",31430335,Carlo,,Yonge-Eglinton,43.7097356029384,-79.4002241123694,Entire home/apt,106,30,3,2022-12-07,0.27,1,156,3,
5.00793763741994E+017,Entire Apartment + Backyard  + Everything you need,450508598,Marie Chantal,,Woburn,43.77151,-79.22187,Entire home/apt,78,2,26,2022-12-02,1.81,1,201,20,STR-2111-GFWXVF
54201171,Stunning Downtown Toronto 3Bdrm Executive Suite.,36905280,Etcy,,Church-Yonge Corridor,43.653351,-79.379297,Entire home/apt,425,29,2,2022-08-28,0.25,1,180,2,
5.02865560850244E+017,Large and Loungy 2 Bedroom Apartment,29797286,Haralabos Bob,,Woodbine Corridor,43.68087,-79.31208,Private room,207,28,72,2022-12-03,4.8,1,365,56,STR-2111-GMMKVG
54212717,Artisitic 1-Bedroom Apartment by the Water,283493900,Marwa,,New Toronto,43.59984,-79.50046,Entire home/apt,80,20,2,2023-01-31,0.19,1,0,2,STR-2201-HBJXVJ
54214729,Entertainment District:1 bedroom condo great view,439603989,Ace Stays,,Waterfront Communities-The Island,43.64513,-79.38995,Entire home/apt,139,28,34,2022-11-04,2.63,1,183,32,STR-2112-HRVRVL
5.07363299454492E+017,Gorgeous 2 Bedroom Suite extremely well located,434150361,Simon,,Niagara,43.64276,-79.40524,Entire home/apt,145,5,2,2022-01-03,0.14,1,32,0,STR-2201-FTBRVC
5.28262084554657E+017,"Private studio w/ensuite, kitchen, wifi",174661737,Gene & Amy,,Bayview Woods-Steeles,43.78589,-79.39146,Private room,63,29,0,,,21,320,0,
5.52469961552363E+017,Fancy Room in the heart of Toronto,18452678,Vakkas,,Church-Yonge Corridor,43.66398,-79.37889,Private room,84,28,6,2022-07-01,0.5,1,89,6,STR-2202-FGGKVB
5.52612220689701E+017,Lovely 1 -Bed Condo on Wellsley Downtown,339842916,Olu,,North St.James Town,43.66759,-79.37453,Entire home/apt,137,29,2,2022-08-10,0.21,25,343,2,
5.52680367061E+017,Minimalist Roncesvalles Apartment - Pet Friendly,3228750,Ashley,,South Parkdale,43.63888,-79.4419,Entire home/apt,80,28,0,,,1,0,0,
5.53021154705086E+017,"Cozy, spacious bedroom + walk-in closet",16398600,Prasanthi,,Mount Pleasant West,43.6976014250067,-79.3932509328879,Private room,70,4,1,2023-02-15,1,2,90,1,STR-2112-GJLDVF
5.53078352929649E+017,"1+1 bedroom ground basement apartment,free parking",351564043,Cindy,,Brookhaven-Amesbury,43.70081,-79.49907,Entire home/apt,70,31,4,2022-10-19,0.33,5,349,4,
5.53338124737099E+017,Botanical 1 BD 51st Floor Lake Ontario View,10202618,Globalstay,,Waterfront Communities-The Island,43.64102,-79.38184,Entire home/apt,426,28,5,2022-05-02,0.38,73,357,2,STR-2103-JBJRVM
